Location,Station ID,Category,Amenity,Amenity Location,Name,Distance
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.10369056245147, -84.51643204496531)",Gramercy Apartments,226.625
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,office,"(39.1041255, -84.5145713)",Presidential Plaza,453.85299999999995
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.10441152661999, -84.51650502091626)",Greenwich on the Park,244.88500000000002
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.1046267712147, -84.5150472162402)",,328.299
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10395855000001, -84.52363424999999)",,487.2
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.104975350000004, -84.52303079999999)",,464.365
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.105044, -84.52302270000001)",,464.365
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.105110102625694, -84.52301197295164)",,464.365
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10518347429783, -84.52300124971913)",,464.365
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.105161100000004, -84.52244135)",,415.182
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10508927677457, -84.52245005225559)",,415.182
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.105020100000004, -84.52246615000003)",,415.182
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.104952446995526, -84.52246947646525)",,415.182
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.1048879, -84.52248225000001)",,495.538
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.1048181736185, -84.5224896485338)",,495.538
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10474845310159, -84.5224923233906)",,495.538
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10467975, -84.52249965)",,495.538
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.104611600000005, -84.52250705000003)",,495.538
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10454395000001, -84.52251645000001)",,495.538
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,residential,"(39.10447840241231, -84.52253052252458)",,495.538
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,apartments,"(39.10395110440743, -84.5157890820598)",Garfield Tower,340.72299999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,commercial,"(39.1054574174355, -84.51847465042486)",,174.911
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,building,office,"(39.104720791509266, -84.51452914374735)",LPK,392.126
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.1031526, -84.5158891)",Lofts at Shillito Place,369.751
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,religious,"(39.10335065500779, -84.51935295627646)",Cathedral Basilica of Saint Peter in Chains,172.111
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.10272375277064, -84.51585020642808)",,441.157
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.10282937788621, -84.51463533613496)",,495.5709999999999
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,commercial,"(39.10274900482354, -84.51753961015274)",,332.54499999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,commercial,"(39.10359501726619, -84.51774954707759)",,219.271
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.10370490227158, -84.51613596507904)",,354.27099999999996
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.104883276212064, -84.5147671700074)",,328.299
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.104636295064516, -84.51636757320334)",,248.788
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.10440703331744, -84.51796916659919)",,42.82
"(39.10435, -84.51894)",bcycle_cincyredbike_2787,landuse,residential,"(39.10393250070043, -84.5145045826285)",,487.61299999999994
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10237561079389, -84.50949395088031)",John Weld Peck Federal Building,355.49300000000005
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.1017022627932, -84.51181752398065)",Fifth Third Center,245.64400000000003
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10064614753051, -84.51094924295384)",Mercantile Library Building,355.73499999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10676958070442, -84.51390922048701)",Kroger Building,396.207
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,hotel,"(39.1026076587829, -84.51383284498166)",Cincinnatian Hotel,359.73
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10508390127361, -84.50666293220571)",,490.199
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10505714946482, -84.50747702593438)",,487.778
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.10411440048912, -84.50816539100406)",Sycamore Place Lofts,340.529
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.103219520495884, -84.50976698439776)",,282.509
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.102993683791325, -84.511221492564)",Boca,219.97500000000002
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,hotel,"(39.10288907960434, -84.51386989255539)",Cincinnati Enquirer Building,359.73
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.1025174572725, -84.51434695680098)",Newberrys,359.73
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10288408486829, -84.51291898648248)",Center at 600 Vine,235.21199999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.10337924663275, -84.51224461613796)",Nicholson's Tavern & Pub,69.965
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.10357049863421, -84.51216510087465)",,69.965
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.10366559348935, -84.51245103673202)",,70.663
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.10318412193843, -84.51326851572864)",,210.36899999999997
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.10108093300411, -84.51074582577633)",Mercantile Center Atrium,386.3790000000001
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.10369056245147, -84.51643204496531)",Gramercy Apartments,482.61999999999995
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.1041255, -84.5145713)",Presidential Plaza,255.61699999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.10441152661999, -84.51650502091626)",Greenwich on the Park,464.6979999999999
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.1046267712147, -84.5150472162402)",,384.22299999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10651375371879, -84.5146023412642)",Brotherhood Building,491.2879999999999
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10698164461831, -84.51155488038053)",Todd B. Portune Center for County Government,495.35900000000004
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.1073699442246, -84.51145267123836)",The Woodward Building & Loan Company,495.35900000000004
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10577198036671, -84.51045261794316)",,367.97400000000005
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.105708264917844, -84.51004755670314)",,351.643
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10626197273016, -84.50967948845081)",William Howard Taft Center,443.593
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10405769392845, -84.51260666330991)",URS Center,70.663
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.10423113701543, -84.51163269956108)",,41.81999999999999
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.105893704400685, -84.50868579530857)",Goodyear,496.169
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.108361052194375, -84.51288361690777)",Below 0 Lounge,487.986
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10336382676311, -84.51284448957074)",,140.10199999999998
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,retail,"(39.10218469893591, -84.51237588718352)",,280.628
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.10293064096114, -84.51249675549253)",,140.10199999999998
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.104368582078806, -84.50736492806664)",Seven at Broadway,433.062
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,commercial,"(39.10156139530229, -84.51519192380758)",84.51° Centre,472.32099999999997
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.1050891717154, -84.50796900739472)",East Eight Lofts,453.288
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.10395110440743, -84.5157890820598)",Garfield Tower,367.8809999999999
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.10765013925496, -84.51323629619746)",American Building,421.82099999999997
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.107692802955896, -84.51356283894893)",The Hale-Justis Drug Co.,482.47499999999997
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.10704035279591, -84.51220715791214)",1010 On The Rhine,410.577
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,commercial,"(39.09970844224396, -84.51189987547016)",3 East Fourth,489.12199999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,apartments,"(39.10797581348419, -84.51259577244745)",Emery Center Apartments,463.852
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,building,office,"(39.104720791509266, -84.51452914374735)",LPK,320.39599999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.1031526, -84.5158891)",Lofts at Shillito Place,356.028
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.1034859, -84.5133717)",The Guild Downtown,141.457
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,construction,"(39.10140429153153, -84.51590683281646)",,498.944
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,retail,"(39.106474554266995, -84.51321805675843)",,386.639
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,retail,"(39.105395442670776, -84.51070780663936)",,278.984
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.10554543754208, -84.50966913918992)",,365.78299999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.104304313854286, -84.50787435136276)",,359.00300000000004
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,retail,"(39.10322097078441, -84.51096941696578)",,219.97500000000002
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,commercial,"(39.101913950420894, -84.51066966483349)",,358.56300000000005
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,commercial,"(39.10170003459087, -84.513962660954)",,385.75199999999995
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,commercial,"(39.10156603361877, -84.51524071966978)",,472.32099999999997
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.10272375277064, -84.51585020642808)",,452.473
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.10282937788621, -84.51463533613496)",,353.654
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,commercial,"(39.103051962715554, -84.51399220411832)",,210.36899999999997
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,commercial,"(39.10359501726619, -84.51774954707759)",,494.82699999999994
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.10370490227158, -84.51613596507904)",,355.18399999999997
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.104883276212064, -84.5147671700074)",,384.22299999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.104636295064516, -84.51636757320334)",,462.268
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,residential,"(39.10393250070043, -84.5145045826285)",,220.99099999999996
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,commercial,"(39.10418394260042, -84.51291772852693)",,140.82899999999998
"(39.10385, -84.51187)",bcycle_cincyredbike_2788,landuse,commercial,"(39.10060435987478, -84.51198520800492)",,423.008
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.10237561079389, -84.50949395088031)",John Weld Peck Federal Building,471.92
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.10134959140441, -84.50915061497938)",PNC Center,354.177
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,commercial,"(39.100146444118856, -84.50811531529617)",Atrium Two,368.894
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.10064614753051, -84.51094924295384)",Mercantile Library Building,395.67499999999995
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,stadium,"(39.09746121198392, -84.50684079364696)",,410.37600000000003
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,stadium,"(39.0982483521351, -84.507930547605)",,81.146
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,stadium,"(39.09819494071235, -84.50619603617972)",,410.37600000000003
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.09927239604242, -84.51036831166982)",Scripps Center at 312 Walnut,214.091
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,apartments,"(39.099015844192174, -84.51296621595735)",City Club Apartments,385.13100000000003
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.099616944017946, -84.51283675735573)",PNC Tower,460.00800000000004
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,commercial,"(39.09966997166403, -84.51223004642723)",One East Fourth Street,406.87800000000004
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.10002727132122, -84.50980565885708)",Duke Energy Building,274.12
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,commercial,"(39.10013656753471, -84.50892446233875)",Atrium One,264.184
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,cathedral,"(39.10093692650746, -84.50742703738513)",Christ Church Cathedral,405.88300000000004
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,chapel,"(39.10118545168842, -84.50768845112883)",Centennial Chapel,469.38200000000006
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,retail,"(39.10108093300411, -84.51074582577633)",Mercantile Center Atrium,417.586
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,construction,"(39.100202461081196, -84.51252907862211)",,479.09200000000004
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.1012239035272, -84.5082747760593)",First Financial Center at 255 Fifth,469.38200000000006
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,office,"(39.09987300738742, -84.50638233396286)",Key Bank,473.83000000000004
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,apartments,"(39.09696689195292, -84.50961596954215)",Current at The Banks,251.923
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,apartments,"(39.09776804130857, -84.50941660184833)",Current at the Banks,103.79599999999999
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,stadium,"(39.0968963515101, -84.50790242082584)",,239.325
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,stadium,"(39.09729895845681, -84.5079792952769)",,177.50099999999998
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,stadium,"(39.0965589605843, -84.5075518704109)",,369.96
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,stadium,"(39.09632820209235, -84.5073959768773)",,369.96
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,hotel,"(39.09687489223255, -84.5089453262531)",AC Hotel by Marriott Cincinnati at The Banks,213.18
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,building,commercial,"(39.09970844224396, -84.51189987547016)",3 East Fourth,393.628
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,retail,"(39.096778253417355, -84.5117947900341)",The Banks,355.89300000000003
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,commercial,"(39.101913950420894, -84.51066966483349)",,469.902
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,commercial,"(39.10060435987478, -84.51198520800492)",,465.90599999999995
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,residential,"(39.09920431865411, -84.51330418805192)",,406.87800000000004
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,commercial,"(39.09944988174053, -84.51171132128589)",,396.244
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,commercial,"(39.09969451237931, -84.51009430420464)",,163.17000000000002
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,commercial,"(39.09993456759154, -84.50848951318805)",,246.03300000000002
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,retail,"(39.101389434121586, -84.50714020589939)",,469.38200000000006
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,commercial,"(39.101156225546056, -84.50878275982802)",,354.177
"(39.09849, -84.50932)",bcycle_cincyredbike_2789,landuse,commercial,"(39.100852432522274, -84.51041447418415)",,393.28100000000006
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,office,"(39.10064614753051, -84.51094924295384)",Mercantile Library Building,410.493
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,apartments,"(39.09900055222688, -84.5138380012824)",,487.571
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,stadium,"(39.0982483521351, -84.507930547605)",,298.726
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,office,"(39.09927239604242, -84.51036831166982)",Scripps Center at 312 Walnut,228.90900000000002
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,apartments,"(39.099015844192174, -84.51296621595735)",City Club Apartments,368.052
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,office,"(39.099616944017946, -84.51283675735573)",PNC Tower,442.92900000000003
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,commercial,"(39.09966997166403, -84.51223004642723)",One East Fourth Street,389.79900000000004
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,office,"(39.10002727132122, -84.50980565885708)",Duke Energy Building,472.60300000000007
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,commercial,"(39.10013656753471, -84.50892446233875)",Atrium One,481.764
"(39.09722, -84.51056)",bcycle_cincyredbike_2790,building,retail,"(39.10108093300411, -84.51074582577633)",Mercantile Center Atrium,460.199
