Location,Category,Amenity,Amenity Location,Name,Distance
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.49305575644306, 39.090692362657876)",Pasquale's Pizza Newport,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.49212215231877, 39.08972285592537)",Pensive Distilling Company,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.49438404533893, 39.09216932029834)",Mokka and the Sunset Bar and Grill,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.4928797094718, 39.090417098299376)",La Mexicana,0.0
"(39.09008, -84.49187)",Services,townhall,"(-84.48809555598783, 39.08610508507748)",Campbell County Fiscal Court Building,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.48888505, 39.0869675)",The Baker's Table,0.0
"(39.09008, -84.49187)",Education,school,"(-84.48856778231176, 39.08959450802321)",Holy Trinity Junior High School and Child Development Center,0.0
"(39.09008, -84.49187)",Education,school,"(-84.4888262950802, 39.089506316180284)",Holy Trinity Junior High School,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.49030511446213, 39.088649628500704)",Sis's on Monmouth,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.49022971453729, 39.088575495245195)",Gourmet Chili,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.49078275373851, 39.08906000614329)",Lana's Diner,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.4914970264869, 39.08966059257843)",Dixie Chili,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.49202575546994, 39.09023069276633)",The Pepper Pod,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.4932294, 39.091522049999995)",Newport Pizza Company,0.0
"(39.09008, -84.49187)",Food and Drink,cafe,"(-84.4900713749163, 39.08855297209985)",Carabello Coffee Company,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.4911600734319, 39.093018374425405)",Newberry Cafe,0.0
"(39.09008, -84.49187)",Religion,place_of_worship,"(-84.4905174, 39.0922506)",,0.0
"(39.09008, -84.49187)",Religion,place_of_worship,"(-84.48720923956297, 39.09196553422913)",Saint Mark Lutheran Church,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.4909481822731, 39.09279823010983)",Pompilios,0.0
"(39.09008, -84.49187)",Food and Drink,restaurant,"(-84.489201160192, 39.09084950751715)",O'Bryon's Bar & Grill,0.0
"(39.09008, -84.49187)",Food and Drink,pub,"(-84.48749624701153, 39.08964461293409)",Crazy Fox Tavern,0.0
"(39.09008, -84.49187)",Religion,place_of_worship,"(-84.48890259536185, 39.09311124529749)",First Presbyterian Church,0.0
"(39.09008, -84.49187)",Religion,place_of_worship,"(-84.48790154867326, 39.09033771768189)",Holy Spirit Catholic Church,0.0
"(39.09325, -84.49064)",Entertainment,cinema,"(-84.4958958, 39.0952494)",AMC,0.0
"(39.09325, -84.49064)",Food and Drink,cafe,"(-84.4960805, 39.0951657)",Saxbys,0.0
"(39.09325, -84.49064)",Food and Drink,cafe,"(-84.4910563, 39.0930315)",Newberry Bros Coffee,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4950857, 39.094995)",Dick’s Last Resort,0.0
"(39.09325, -84.49064)",Food and Drink,cafe,"(-84.4927113, 39.0902416)",Trailhead Coffee,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4960807199209, 39.0943359300508)",Brio,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.49484547071901, 39.09416960158359)",Arnies on the Levee,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4936046477038, 39.095203821562485)",Hofbrau Haus,0.0
"(39.09325, -84.49064)",Religion,place_of_worship,"(-84.49235603298025, 39.09521831038257)",Christian Tabernacle Church,0.0
"(39.09325, -84.49064)",Finance,bank,"(-84.49398744271859, 39.09239747187397)",BB&T Bank,0.0
"(39.09325, -84.49064)",Entertainment,theatre,"(-84.493166, 39.092093250000005)",The Southgate House Revival,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4953163, 39.093202049999995)",Strong’s Brick Oven Pizzeria Newport,0.0
"(39.09325, -84.49064)",Food and Drink,fast_food,"(-84.4951607, 39.09303825)",Mad Mike’s Burgers,0.0
"(39.09325, -84.49064)",Other,fuel,"(-84.4849411, 39.0891735)",Speedway,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.49305575644306, 39.090692362657876)",Pasquale's Pizza Newport,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.49212215231877, 39.08972285592537)",Pensive Distilling Company,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.49438404533893, 39.09216932029834)",Mokka and the Sunset Bar and Grill,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4928797094718, 39.090417098299376)",La Mexicana,0.0
"(39.09325, -84.49064)",Education,school,"(-84.48856778231176, 39.08959450802321)",Holy Trinity Junior High School and Child Development Center,0.0
"(39.09325, -84.49064)",Education,school,"(-84.4888262950802, 39.089506316180284)",Holy Trinity Junior High School,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.49078275373851, 39.08906000614329)",Lana's Diner,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4914970264869, 39.08966059257843)",Dixie Chili,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.49202575546994, 39.09023069276633)",The Pepper Pod,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4932294, 39.091522049999995)",Newport Pizza Company,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4911600734319, 39.093018374425405)",Newberry Cafe,0.0
"(39.09325, -84.49064)",Religion,place_of_worship,"(-84.4905174, 39.0922506)",,0.0
"(39.09325, -84.49064)",Religion,place_of_worship,"(-84.48720923956297, 39.09196553422913)",Saint Mark Lutheran Church,0.0
"(39.09325, -84.49064)",Religion,place_of_worship,"(-84.48898826626035, 39.094768437980974)",Trinity Baptist Church,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.4909481822731, 39.09279823010983)",Pompilios,0.0
"(39.09325, -84.49064)",Food and Drink,restaurant,"(-84.489201160192, 39.09084950751715)",O'Bryon's Bar & Grill,0.0
"(39.09325, -84.49064)",Food and Drink,pub,"(-84.48749624701153, 39.08964461293409)",Crazy Fox Tavern,0.0
"(39.09325, -84.49064)",Religion,place_of_worship,"(-84.48890259536185, 39.09311124529749)",First Presbyterian Church,0.0
"(39.09325, -84.49064)",Religion,place_of_worship,"(-84.48790154867326, 39.09033771768189)",Holy Spirit Catholic Church,0.0
"(39.10216, -84.48891)",Food and Drink,fast_food,"(-84.4880539, 39.1028345)",Burger King,219.252
"(39.10216, -84.48891)",Food and Drink,fast_food,"(-84.4879772, 39.1029059)",Subway,219.252
"(39.10216, -84.48891)",Education,college,"(-84.4874609, 39.1034553)",Daymar College,219.252
"(39.10216, -84.48891)",Food and Drink,restaurant,"(-84.48925874315597, 39.10243513181082)",,0.0
"(39.10216, -84.48891)",Food and Drink,restaurant,"(-84.48867137869442, 39.103269939379985)",Buckhead Mountain Grill,219.252
"(39.10216, -84.48891)",Food and Drink,restaurant,"(-84.49465522569986, 39.10393852654404)",Montgomery Inn Boathouse,0.0
"(39.10216, -84.48891)",Other,fuel,"(-84.48583125, 39.10011855)",Kroger,0.0
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.5073911, 39.096631)",Skyline Chili,299.4069999999999
"(39.09571, -84.51102)",Food and Drink,fast_food,"(-84.5076277, 39.097314)",Penn Station,374.135
"(39.09571, -84.51102)",Food and Drink,fast_food,"(-84.5076116, 39.0976803)",Montgomery Inn,393.06100000000004
"(39.09571, -84.51102)",Food and Drink,ice_cream,"(-84.5075097, 39.0978219)",United Dairy Farmers,393.06100000000004
"(39.09571, -84.51102)",Food and Drink,bar,"(-84.5090142, 39.0975783)",Holy Grail Tavern & Grille,370.45200000000006
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.5091698, 39.098157)",Galla Park,439.77599999999995
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.5121669, 39.0970715)",Taste of Belgium at the Banks,395.56199999999995
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.5099891, 39.0969657)",Jefferson Social,200.58499999999998
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.5101335, 39.0974081)",Ruth's Chris Steak House,252.881
"(39.09571, -84.51102)",Food and Drink,bar,"(-84.5096138, 39.0975053)",Tin Roof,273.65500000000003
"(39.09571, -84.51102)",Food and Drink,bar,"(-84.5093324, 39.097176)",The Stretch,349.494
"(39.09571, -84.51102)",Services,police,"(-84.5097556, 39.0974311)",Cincinnati Police Welcome Center,273.65500000000003
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.5088761, 39.0972499)",Condado Tacos,349.494
"(39.09571, -84.51102)",Food and Drink,fast_food,"(-84.5094834, 39.0971371)",Jimmy John's,273.65500000000003
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.5116787, 39.0968204)",The Filson Queen City Kitchen & Bar,353.509
"(39.09571, -84.51102)",Transportation,bus_station,"(-84.51217140255528, 39.09795323515736)",Riverfront Transit Center,485.623
"(39.09571, -84.51102)",Food and Drink,pub,"(-84.50869699868865, 39.096331226277925)",Moerlein Lager House,277.35499999999996
"(39.09571, -84.51102)",Food and Drink,restaurant,"(-84.51053075467844, 39.096841985627286)",Yard House,249.84499999999997
"(39.10599, -84.4931)",Food and Drink,fast_food,"(-84.4880539, 39.1028345)",Burger King,23.262
"(39.10599, -84.4931)",Food and Drink,fast_food,"(-84.4879772, 39.1029059)",Subway,23.262
"(39.10599, -84.4931)",Education,college,"(-84.4874609, 39.1034553)",Daymar College,23.262
"(39.10599, -84.4931)",Food and Drink,restaurant,"(-84.48925874315597, 39.10243513181082)",,236.35600000000002
"(39.10599, -84.4931)",Food and Drink,restaurant,"(-84.48867137869442, 39.103269939379985)",Buckhead Mountain Grill,23.262
"(39.10599, -84.4931)",Food and Drink,restaurant,"(-84.49465522569986, 39.10393852654404)",Montgomery Inn Boathouse,236.35600000000002
"(39.10679, -84.51796)",Education,school,"(-84.5213889, 39.1072222)",Maude Booth Academy,366.2939999999999
"(39.10679, -84.51796)",Food and Drink,cafe,"(-84.515079, 39.1087386)",1215 Wine Bar & Coffee Lab,401.043
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5150696, 39.1086918)",Bakersfield,401.043
"(39.10679, -84.51796)",Finance,atm,"(-84.5147393, 39.1087546)",Fifth Third Bank,401.043
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5144875, 39.1063932)",Skyline Chili,392.174
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.514761, 39.1088433)",Abigail Street,401.043
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5148191, 39.1076922)",The Rook OTR,353.36199999999997
"(39.10679, -84.51796)",Entertainment,theatre,"(-84.5182248, 39.1075954)",Cincinnati Shakespeare Company,124.99100000000001
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5160522, 39.1073834)",,310.00300000000004
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5152316, 39.106307)",Court Street Lobster Bar,318.25100000000003
"(39.10679, -84.51796)",Food and Drink,bar,"(-84.5153191, 39.106282)",Queen City Exchange,318.25100000000003
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5173844, 39.1059865)",Washington Platform Saloon,127.50200000000001
"(39.10679, -84.51796)",Food and Drink,bar,"(-84.518178, 39.1079009)",Vestry at the Transept,249.47900000000004
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5192065, 39.1101737)",Symphony Hotel & Restaurant,385.16900000000004
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5153086, 39.1049754)",The Presidents Room,415.466
"(39.10679, -84.51796)",Food and Drink,bar,"(-84.5162554, 39.1079839)",Cobblestone OTR,251.56500000000003
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5162671, 39.1082842)",Teak OTR,267.317
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.5189862, 39.107787)",Zundo Ramen & Donburi,220.304
"(39.10679, -84.51796)",Food and Drink,food_court,"(-84.5124583, 39.1070428)",On the Rhine Eatery,495.29800000000006
"(39.10679, -84.51796)",Food and Drink,bar,"(-84.5124778, 39.1071737)",1883 Cafe & Bar,480.4240000000001
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.512544, 39.1069929)",1883 Café & Bar,495.29800000000006
"(39.10679, -84.51796)",Entertainment,arts_centre,"(-84.5135942, 39.107538)",ArtsWave,424.171
"(39.10679, -84.51796)",Finance,bank,"(-84.5142328, 39.1069268)",Kemba Credit Union,342.037
"(39.10679, -84.51796)",Services,townhall,"(-84.51969942811101, 39.104144794534285)",Cincinnati City Hall,431.66200000000003
"(39.10679, -84.51796)",Entertainment,theatre,"(-84.51920748328146, 39.10939353795384)",Music Hall,393.658
"(39.10679, -84.51796)",Education,school,"(-84.51706599541215, 39.107419843292575)",School for Creative and Performing Arts,310.50000000000006
"(39.10679, -84.51796)",Education,library,"(-84.51925965361376, 39.10526542078627)",Lloyd Library and Museum,255.81099999999998
"(39.10679, -84.51796)",Religion,place_of_worship,"(-84.51826581883783, 39.103677928903615)",Isaac M. Wise Temple,391.954
"(39.10679, -84.51796)",Entertainment,theatre,"(-84.51853003768814, 39.108590708527444)",Hamilton County Memorial Building,231.77100000000002
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.51506957851505, 39.108119519881)",Taste of Belgium - OTR,353.189
"(39.10679, -84.51796)",Entertainment,theatre,"(-84.51503390861006, 39.10798893217637)",Ensemble Theatre,353.189
"(39.10679, -84.51796)",Food and Drink,bar,"(-84.51912113057728, 39.107871444624465)",Queen City Radio,250.935
"(39.10679, -84.51796)",Religion,place_of_worship,"(-84.51620721290955, 39.10849017731355)",First Lutheran Church,267.317
"(39.10679, -84.51796)",Religion,place_of_worship,"(-84.51654747802498, 39.109711990113716)",Nast-Trinity United Methodist Church,480.75200000000007
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.51445969999997, 39.105914000000006)",Scotti's Italian Restaurant,420.208
"(39.10679, -84.51796)",Food and Drink,restaurant,"(-84.51514882788032, 39.108619320385515)",Krueger's Tavern,353.189
"(39.10783, -84.48128)",Food and Drink,cafe,"(-84.4835374, 39.1059036)",Avenue Brew,438.727
"(39.10783, -84.48128)",Entertainment,theatre,"(-84.483157, 39.1104088)",,28.150999999999996
"(39.10783, -84.48128)",Services,police,"(-84.4786574, 39.1061557)",Bellevue Police Department,187.684
"(39.10783, -84.48128)",Food and Drink,fast_food,"(-84.482909, 39.1068511)",Fesslers Legendary Pizza and Hoagies,187.684
"(39.10783, -84.48128)",Healthcare,dentist,"(-84.4827125, 39.1066206)",Bellevue Family Dentistry,187.684
"(39.10783, -84.48128)",Entertainment,cinema,"(-84.48125691707003, 39.10836652634075)",Marianne Theater,0.0
"(39.10783, -84.48128)",Food and Drink,restaurant,"(-84.48364135, 39.10622055)",Bellevue Bistro,438.727
"(39.10783, -84.48128)",Food and Drink,restaurant,"(-84.48249103448028, 39.107246362584576)",The Pretzel Place,187.684
"(39.10783, -84.48128)",Religion,place_of_worship,"(-84.48120647879718, 39.10747614111996)",Saint John’s United Church of Christ,187.684
"(39.10783, -84.48128)",Food and Drink,restaurant,"(-84.48156812952432, 39.1079713129961)",The Elusive Cow,0.0
"(39.10783, -84.48128)",Food and Drink,restaurant,"(-84.4817931640143, 39.1077733166992)",Siam Orchid,187.684
"(39.10783, -84.48128)",Finance,bank,"(-84.48389741556807, 39.105501029393295)",Fifth Third Bank,438.727
"(39.10783, -84.48128)",Food and Drink,ice_cream,"(-84.48191808653775, 39.10712434164297)",Schneider's Homemade Candies,187.684
"(39.10783, -84.48128)",Services,townhall,"(-84.47862798639842, 39.10623012878368)",Bellevue City Hall,187.684
"(39.10783, -84.48128)",Food and Drink,restaurant,"(-84.48042520000001, 39.10842785)",Yuca,28.150999999999996
"(39.10783, -84.48128)",Religion,place_of_worship,"(-84.47911276663713, 39.10840884301934)",St. John’s Anglican Catholic Church,28.150999999999996
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5127421, 39.1008837)",McCormick & Schmick's,423.02200000000005
"(39.09783, -84.51271)",Food and Drink,cafe,"(-84.5129052, 39.1000664)",Starbucks,305.36600000000004
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5074072, 39.0978964)",LaRosa's Pizzeria,444.503
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5076277, 39.097314)",Penn Station,496.07400000000007
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5076116, 39.0976803)",Montgomery Inn,478.091
"(39.09783, -84.51271)",Food and Drink,ice_cream,"(-84.5075097, 39.0978219)",United Dairy Farmers,478.091
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5154517, 39.096238)",LaRosa's Pizzeria,337.9609999999999
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5149421, 39.0957259)",Gold Star Chili,337.9609999999999
"(39.09783, -84.51271)",Food and Drink,bar,"(-84.5090142, 39.0975783)",Holy Grail Tavern & Grille,455.482
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5091698, 39.098157)",Galla Park,347.699
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5120515, 39.1008023)",Ingredients,452.063
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5141545, 39.1009046)",The Bar at Palm Court,465.819
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5121669, 39.0970715)",Taste of Belgium at the Banks,181.306
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5130975, 39.10095)",Morton's The Steakhouse,406.112
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5099891, 39.0969657)",Jefferson Social,387.636
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5101335, 39.0974081)",Ruth's Chris Steak House,336.83200000000005
"(39.09783, -84.51271)",Food and Drink,bar,"(-84.5096138, 39.0975053)",Tin Roof,357.60600000000005
"(39.09783, -84.51271)",Food and Drink,bar,"(-84.5093324, 39.097176)",The Stretch,471.4330000000001
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5134409, 39.0988026)",Blind Pig,138.445
"(39.09783, -84.51271)",Food and Drink,bar,"(-84.5135462, 39.0992003)",O'Malley’s in the Alley,368.20900000000006
"(39.09783, -84.51271)",Food and Drink,bar,"(-84.5124206, 39.100223)",Aster Social Sippery,298.26500000000004
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5130369, 39.1006993)",Subway,370.357
"(39.09783, -84.51271)",Services,police,"(-84.5097556, 39.0974311)",Cincinnati Police Welcome Center,357.60600000000005
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5088761, 39.0972499)",Condado Tacos,471.4330000000001
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5094834, 39.0971371)",Jimmy John's,357.60600000000005
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5136008, 39.0999503)",Domino's,461.324
"(39.09783, -84.51271)",Finance,atm,"(-84.5129283, 39.1002483)",,335.14500000000004
"(39.09783, -84.51271)",Food and Drink,fast_food,"(-84.5118826, 39.100732)",Dunkin',453.335
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5136343, 39.1009721)",Frisch's Big Boy,465.819
"(39.09783, -84.51271)",Finance,bank,"(-84.5131459, 39.1010521)",Chase,429.547
"(39.09783, -84.51271)",Food and Drink,bar,"(-84.5149087, 39.0994661)",Bromwell’s HÄRTH Lounge,440.846
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5163443, 39.0982217)",Kitty's Sports Bar Grill,290.815
"(39.09783, -84.51271)",Food and Drink,cafe,"(-84.5134296, 39.0987071)",Lola's Cafe,138.445
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5133545, 39.0969292)",E+O Kitchen,175.413
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5123038, 39.1001217)",Sleepy Bee Cafe,296.79200000000003
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5132958, 39.1013143)",Royce,444.584
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.513341, 39.1015673)",Jeff Ruby’s Steakhouse,483.185
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.5116787, 39.0968204)",The Filson Queen City Kitchen & Bar,217.781
"(39.09783, -84.51271)",Finance,atm,"(-84.5122799, 39.0999185)",First Financial Bank,296.79200000000003
"(39.09783, -84.51271)",Finance,bank,"(-84.5124339, 39.0998479)",First Financial Bank,296.79200000000003
"(39.09783, -84.51271)",Entertainment,theatre,"(-84.5136698, 39.0953702)",The Andrew J Brady Music Center,436.711
"(39.09783, -84.51271)",Transportation,bus_station,"(-84.51217140255528, 39.09795323515736)",Riverfront Transit Center,84.791
"(39.09783, -84.51271)",Food and Drink,restaurant,"(-84.51053075467844, 39.096841985627286)",Yard House,333.77500000000003
"(39.11733, -84.5204)",Food and Drink,ice_cream,"(-84.5195706, 39.115173)",Dojo Gelato,430.585
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.518487, 39.1153436)",Fresh Table,451.986
"(39.11733, -84.5204)",Food and Drink,cafe,"(-84.5194873, 39.1153213)",Urbana Cafe,443.864
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.518963, 39.1153503)",Taste of Belgium,470.6139999999999
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5199853, 39.1168636)",Sartre OTR,324.49100000000004
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5201448, 39.1152549)",French Crust Cafe & Bistro,443.864
"(39.11733, -84.5204)",Food and Drink,cafe,"(-84.5181743, 39.1159412)",Deeper Roots Coffee,403.922
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5211766, 39.1172029)",Dunlap Cafe,80.464
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5203284, 39.1180358)",Mikey's Late Night Slice,28.492
"(39.11733, -84.5204)",Food and Drink,bar,"(-84.5203494, 39.1181138)",Oddfellows Liquor Bar,28.492
"(39.11733, -84.5204)",Food and Drink,pub,"(-84.5195652, 39.1182007)",Northern Row Brewery & Distillery,207.798
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5185489, 39.1151258)",OTR Bagel Bar,467.887
"(39.11733, -84.5204)",Food and Drink,pub,"(-84.5209826, 39.114698)",Samuel Adams Cincinnati Taproom,342.67
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.520193, 39.1157812)",Social OTR,478.548
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5204988, 39.115802)",The Alley at Social,478.586
"(39.11733, -84.5204)",Food and Drink,bar,"(-84.5223385, 39.1186224)",Off Track Brewing Company,293.332
"(39.11733, -84.5204)",Food and Drink,fast_food,"(-84.5181689, 39.1158281)",BanaSun Smoothie Bar,403.922
"(39.11733, -84.5204)",Finance,atm,"(-84.5191514, 39.115296)",,470.6139999999999
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5184348, 39.1154805)",Elaine's Kitchen,437.228
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5180901, 39.1155861)",Goose & Elder,437.228
"(39.11733, -84.5204)",Food and Drink,restaurant,"(-84.5183407, 39.1163979)",Phở Lang Thang,321.142
"(39.11733, -84.5204)",Food and Drink,bar,"(-84.5182547, 39.11489)",Bar Bar OTR,499.71
"(39.11733, -84.5204)",Food and Drink,bar,"(-84.52050976165282, 39.116490328714974)",e|19,119.012
"(39.11733, -84.5204)",Religion,place_of_worship,"(-84.52338293210693, 39.11890772487421)",River of Life Church,413.23400000000004
"(39.11733, -84.5204)",Religion,place_of_worship,"(-84.51891875, 39.11863095)",Philippus United Church of Christ,333.63700000000006
"(39.11733, -84.5204)",Food and Drink,bar,"(-84.52028205841428, 39.11787086293836)",Urban Axes,28.492
"(39.11733, -84.5204)",Food and Drink,pub,"(-84.51993652401049, 39.11720103737431)",Rhinegeist Brewery,0.0
"(39.09634, -84.48494)",Education,library,"(-84.4854081, 39.0967556)",Campbell County Library,0.0
"(39.09634, -84.48494)",Finance,atm,"(-84.4802089, 39.0924535)",,0.0
"(39.09634, -84.48494)",Education,school,"(-84.48363458439928, 39.09588586503285)",Newport High School,0.0
"(39.09634, -84.48494)",Food and Drink,fast_food,"(-84.48284275000002, 39.0978679)",McDonald's,90.05199999999999
"(39.09634, -84.48494)",Food and Drink,restaurant,"(-84.48341205887304, 39.097655266256396)",Donatos Pizza,90.05199999999999
"(39.09634, -84.48494)",Other,fuel,"(-84.48236885000001, 39.097456699999995)",BP,90.05199999999999
"(39.09634, -84.48494)",Education,school,"(-84.48370899793947, 39.09595208517549)",Newport High School,0.0
"(39.09634, -84.48494)",Food and Drink,fast_food,"(-84.48243715, 39.09808585)",Lee's Famous Recipe Chicken,90.05199999999999
"(39.09634, -84.48494)",Food and Drink,restaurant,"(-84.48524055094857, 39.09961881999239)",Frisch's Big Boy,90.05199999999999
"(39.09634, -84.48494)",Religion,place_of_worship,"(-84.488371, 39.0961646)",First Church of Christ Scientist,210.784
"(39.09634, -84.48494)",Religion,place_of_worship,"(-84.48891388521095, 39.09572195601974)",Saint John's United Church of Christ,230.832
"(39.09634, -84.48494)",Food and Drink,restaurant,"(-84.47965555, 39.09224655)",IHOP,0.0
"(39.09634, -84.48494)",Education,school,"(-84.48100161471, 39.09708670223489)",Bellevue Athletic Center,90.05199999999999
"(39.09634, -84.48494)",Food and Drink,fast_food,"(-84.4821013906898, 39.09770860813955)",Arby's,90.05199999999999
"(39.08768, -84.48947)",Religion,place_of_worship,"(-84.4925, 39.0886111)",First Baptist Church of Newport,0.0
"(39.08768, -84.48947)",Services,fire_station,"(-84.4897283, 39.0870237)",Newport Fire Department Station 1 Headquarters,0.0
"(39.08768, -84.48947)",Services,police,"(-84.4894332, 39.087493)",Newport Police Department,0.0
"(39.08768, -84.48947)",Services,police,"(-84.4883416, 39.0861509)",Campbell County Sheriff’s Office,0.0
"(39.08768, -84.48947)",Food and Drink,cafe,"(-84.4927113, 39.0902416)",Trailhead Coffee,0.0
"(39.08768, -84.48947)",Services,townhall,"(-84.48954904329985, 39.08720038027877)",Newport City Building,0.0
"(39.08768, -84.48947)",Entertainment,theatre,"(-84.493166, 39.092093250000005)",The Southgate House Revival,0.0
"(39.08768, -84.48947)",Other,fuel,"(-84.4849411, 39.0891735)",Speedway,0.0
"(39.08768, -84.48947)",Education,school,"(-84.48936215944333, 39.08418002094833)",Newport Primary School,0.0
"(39.08768, -84.48947)",Food and Drink,restaurant,"(-84.4920792734769, 39.0874540907708)",The Purple Poulet,0.0
"(39.08768, -84.48947)",Food and Drink,restaurant,"(-84.49305575644306, 39.090692362657876)",Pasquale's Pizza Newport,0.0
"(39.08768, -84.48947)",Food and Drink,restaurant,"(-84.49212215231877, 39.08972285592537)",Pensive Distilling Company,0.0
"(39.08768, -84.48947)",Food and Drink,restaurant,"(-84.49438404533893, 39.09216932029834)",Mokka and the Sunset Bar and Grill,0.0
"(39.08768, -84.48947)",Food and Drink,restaurant,"(-84.4928797094718, 39.090417098299376)",La Mexicana,0.0
"(39.08768, -84.48947)",Services,townhall,"(-84.48809555598783, 39.08610508507748)",Campbell County Fiscal Court Building,0.0
"(39.08768, -84.48947)",Food and Drink,restaurant,"(-84.48888505, 39.0869675)",The Baker's Table,0.0
"(39.08768, -84.48947)",Education,school,"(-84.48856778231176, 39.08959450802321)",Holy Trinity Junior High School and Child Development Center,0.0
