Location,Category,Amenity,Amenity Location,Name,Distance
"(39.10139, -84.51164)",Education,library,"(-84.5109365, 39.1006371)",Mercantile Library,78.66
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5127421, 39.1008837)",McCormick & Schmick's,131.184
"(39.10139, -84.51164)",Food and Drink,ice_cream,"(-84.5118525, 39.1014923)",Graeter's,0.0
"(39.10139, -84.51164)",Food and Drink,cafe,"(-84.5129052, 39.1000664)",Starbucks,304.97200000000004
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5099868, 39.1032493)",Izzy’s,365.556
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5080187, 39.1007927)",Skyline Chili,443.51099999999997
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5088211, 39.103277)",Red Fox Grill,443.452
"(39.10139, -84.51164)",Food and Drink,cafe,"(-84.5106791, 39.1027139)",Starbucks,370.408
"(39.10139, -84.51164)",Food and Drink,cafe,"(-84.5105457, 39.1007461)",Kitty’s Coffee,110.65
"(39.10139, -84.51164)",Services,post_office,"(-84.5138595, 39.1018523)",United States Post Office,237.32900000000004
"(39.10139, -84.51164)",Finance,bank,"(-84.5097812, 39.10269)",Cinfed Federal Credit Union,254.978
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5091698, 39.098157)",Galla Park,495.27500000000003
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5120515, 39.1008023)",Ingredients,106.09099999999998
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5131858, 39.1036172)",Madonna’s Bar & Grill,459.854
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5137986, 39.1035148)",Skyline Chili,417.565
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5141545, 39.1009046)",The Bar at Palm Court,293.49399999999997
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5151056, 39.1015708)",Americano,364.51200000000006
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5149044, 39.1011461)",Mita’s,456.86000000000007
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5119087, 39.1024091)",Bru Burger Bar,441.816
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.511453, 39.1025685)",Prime Cincinnati,441.816
"(39.10139, -84.51164)",Food and Drink,bar,"(-84.5100858, 39.1039354)",Corkopolis,442.469
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.510456, 39.1036482)",Crzy Monk,372.818
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5106674, 39.1043198)",Lalo Restaurant,474.021
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5143692, 39.100855)",Orchid’s at Palm Court,456.86000000000007
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5142801, 39.1008807)",The Grille at Palm Court,456.86000000000007
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5130975, 39.10095)",Morton's The Steakhouse,148.094
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5101335, 39.0974081)",Ruth's Chris Steak House,487.163
"(39.10139, -84.51164)",Food and Drink,bar,"(-84.5135462, 39.0992003)",O'Malley’s in the Alley,492.074
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5073798, 39.1004732)",Restaurant L,443.51099999999997
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5151463, 39.1018325)",Maplewood Kitchen and Bar,379.999
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5120077, 39.103021)",Metropole,489.039
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.51133, 39.1025992)",Mr. Sushi,403.428
"(39.10139, -84.51164)",Food and Drink,bar,"(-84.5151776, 39.1019787)",Tokyo Kitty,379.999
"(39.10139, -84.51164)",Food and Drink,bar,"(-84.5124206, 39.100223)",Aster Social Sippery,297.851
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5130369, 39.1006993)",Subway,187.79699999999997
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5129173, 39.1019407)",Chipotle,195.767
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5101034, 39.104006)",Penn Station,442.469
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5138771, 39.1041273)",Jean-Robert’s Table,470.872
"(39.10139, -84.51164)",Finance,bank,"(-84.5114679, 39.1010969)",U.S. Bank,20.046999999999997
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5111111, 39.1009709)",Subway,78.66
"(39.10139, -84.51164)",Finance,bank,"(-84.5112041, 39.1000312)",KeyBank,146.377
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5117125, 39.1015237)",Dunkin',0.0
"(39.10139, -84.51164)",Finance,bank,"(-84.5134181, 39.1020074)",Huntington Bank,247.25
"(39.10139, -84.51164)",Food and Drink,cafe,"(-84.5134695, 39.1019757)",Kidd Coffee,247.25
"(39.10139, -84.51164)",Finance,atm,"(-84.50793, 39.1004403)",,443.51099999999997
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5136008, 39.0999503)",Domino's,315.59099999999995
"(39.10139, -84.51164)",Finance,atm,"(-84.5129283, 39.1002483)",,331.444
"(39.10139, -84.51164)",Finance,bank,"(-84.5134019, 39.1035813)",PNC Bank,417.565
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5118826, 39.100732)",Dunkin',121.21699999999998
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5108937, 39.1011904)",Currito,65.819
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5136343, 39.1009721)",Frisch's Big Boy,293.49399999999997
"(39.10139, -84.51164)",Finance,bank,"(-84.5131459, 39.1010521)",Chase,171.529
"(39.10139, -84.51164)",Food and Drink,bar,"(-84.5149087, 39.0994661)",Bromwell’s HÄRTH Lounge,440.452
"(39.10139, -84.51164)",Finance,bank,"(-84.5092653, 39.1014489)",PNC Bank,163.805
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5110336, 39.1026395)",,403.428
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.510308, 39.1027626)",,300.993
"(39.10139, -84.51164)",Food and Drink,fast_food,"(-84.5119255, 39.1020214)",Potbelly,417.021
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5123038, 39.1001217)",Sleepy Bee Cafe,279.91
"(39.10139, -84.51164)",Food and Drink,bar,"(-84.5120517, 39.1035548)",Horse & Barrel,489.039
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5132958, 39.1013143)",Royce,157.33800000000002
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.513341, 39.1015673)",Jeff Ruby’s Steakhouse,191.716
"(39.10139, -84.51164)",Finance,atm,"(-84.5122799, 39.0999185)",First Financial Bank,279.91
"(39.10139, -84.51164)",Finance,bank,"(-84.5124339, 39.0998479)",First Financial Bank,279.91
"(39.10139, -84.51164)",Food and Drink,cafe,"(-84.511325, 39.1022283)",Urbana Cafe,384.314
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5132905, 39.103161)",HARU,347.549
"(39.10139, -84.51164)",Transportation,bus_station,"(-84.51058019933753, 39.10153960228904)",Government Square Transit Center,80.97
"(39.10139, -84.51164)",Entertainment,theatre,"(-84.50769352265218, 39.10156729627033)",Taft Theatre,327.63200000000006
"(39.10139, -84.51164)",Religion,place_of_worship,"(-84.50742703738513, 39.10093692650746)",Christ Church Cathedral,443.51099999999997
"(39.10139, -84.51164)",Religion,place_of_worship,"(-84.50768845112883, 39.10118545168842)",Centennial Chapel,380.012
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.511221492564, 39.102993683791325)",Boca,443.329
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.51224461613796, 39.10337924663275)",Nicholson's Tavern & Pub,489.039
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.51572521924484, 39.10226049339271)",Rusconi’s Pizza,487.684
"(39.10139, -84.51164)",Services,courthouse,"(-84.51066850770442, 39.101893256528555)",Potter Stewart U.S. Courthouse,106.762
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.51139732029998, 39.10298158342939)",Nada Cincinnati,443.329
"(39.10139, -84.51164)",Food and Drink,restaurant,"(-84.5111089818188, 39.1030103768751)",Sotto,443.329
"(39.10435, -84.51894)",Entertainment,theatre,"(-84.5156039, 39.1038599)",,446.54299999999995
"(39.10435, -84.51894)",Food and Drink,restaurant,"(-84.5151206, 39.1036003)",Butcher and Barrell,430.24099999999993
"(39.10435, -84.51894)",Food and Drink,restaurant,"(-84.5152316, 39.106307)",Court Street Lobster Bar,475.77799999999996
"(39.10435, -84.51894)",Food and Drink,bar,"(-84.5153191, 39.106282)",Queen City Exchange,475.77799999999996
"(39.10435, -84.51894)",Food and Drink,restaurant,"(-84.5173844, 39.1059865)",Washington Platform Saloon,301.243
"(39.10435, -84.51894)",Food and Drink,restaurant,"(-84.5153086, 39.1049754)",The Presidents Room,353.805
"(39.10435, -84.51894)",Food and Drink,cafe,"(-84.5199982, 39.1039257)",BLOC Coffee Company,143.467
"(39.10435, -84.51894)",Food and Drink,restaurant,"(-84.5173114, 39.104253)",Raya Lebanese,372.35999999999996
"(39.10435, -84.51894)",Food and Drink,restaurant,"(-84.5167281, 39.103409)",Shanghai on Elm,290.10099999999994
"(39.10435, -84.51894)",Other,car_rental,"(-84.5168161, 39.1023957)",Hertz,357.28499999999997
"(39.10435, -84.51894)",Healthcare,dentist,"(-84.5145492, 39.1034242)",Seven Star Dental,467.5619999999999
"(39.10435, -84.51894)",Food and Drink,fast_food,"(-84.5163363, 39.1033977)",Papa John's,358.91399999999993
"(39.10435, -84.51894)",Religion,place_of_worship,"(-84.51954064599803, 39.10344082938514)",Cathedral Basilica of Saint Peter in Chains,167.746
"(39.10435, -84.51894)",Services,townhall,"(-84.51969942811101, 39.104144794534285)",Cincinnati City Hall,219.514
"(39.10435, -84.51894)",Education,library,"(-84.51925965361376, 39.10526542078627)",Lloyd Library and Museum,247.22500000000002
"(39.10435, -84.51894)",Religion,place_of_worship,"(-84.51826581883783, 39.103677928903615)",Isaac M. Wise Temple,82.549
"(39.10435, -84.51894)",Religion,place_of_worship,"(-84.51738912528569, 39.103850875612295)",Covenant-First Presbyterian Church,360.92799999999994
"(39.10435, -84.51894)",Food and Drink,restaurant,"(-84.51445969999997, 39.105914000000006)",Scotti's Italian Restaurant,477.52800000000013
"(39.10385, -84.51187)",Education,library,"(-84.5109365, 39.1006371)",Mercantile Library,355.73499999999996
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.509386, 39.1031756)",Shanghai Mama’s,353.58
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5127421, 39.1008837)",McCormick & Schmick's,432.975
"(39.10385, -84.51187)",Finance,bank,"(-84.5121587, 39.102135)",Fifth Third Bank,280.903
"(39.10385, -84.51187)",Food and Drink,ice_cream,"(-84.5118525, 39.1014923)",Graeter's,301.791
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5099868, 39.1032493)",Izzy’s,360.255
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5088211, 39.103277)",Red Fox Grill,432.66700000000003
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5106791, 39.1027139)",Starbucks,492.832
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5105457, 39.1007461)",Kitty’s Coffee,386.3790000000001
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5145738, 39.1041803)",Café De Paris,411.35599999999994
"(39.10385, -84.51187)",Services,post_office,"(-84.5138595, 39.1018523)",United States Post Office,386.91300000000007
"(39.10385, -84.51187)",Finance,bank,"(-84.5097812, 39.10269)",Cinfed Federal Credit Union,383.02900000000005
"(39.10385, -84.51187)",Finance,atm,"(-84.5106795, 39.1057525)",,333.26399999999995
"(39.10385, -84.51187)",Healthcare,pharmacy,"(-84.5122704, 39.1040371)",CVS Pharmacy,0.0
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5122975, 39.1027251)",Collective,212.74200000000002
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5120515, 39.1008023)",Ingredients,407.882
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5131858, 39.1036172)",Madonna’s Bar & Grill,362.666
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5137986, 39.1035148)",Skyline Chili,425.118
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5114946, 39.1038904)",V’s Cafe on 7th,70.399
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5151056, 39.1015708)",Americano,473.48200000000014
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5119087, 39.1024091)",Bru Burger Bar,141.686
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.511453, 39.1025685)",Prime Cincinnati,141.686
"(39.10385, -84.51187)",Food and Drink,bar,"(-84.5100858, 39.1039354)",Corkopolis,141.236
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.510456, 39.1036482)",Crzy Monk,367.517
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5106674, 39.1043198)",Lalo Restaurant,172.78799999999998
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.512076, 39.1048591)",Taqueria Mercado,228.77299999999997
"(39.10385, -84.51187)",Food and Drink,bar,"(-84.5141712, 39.1037284)",Knockback Nats,443.332
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5130975, 39.10095)",Morton's The Steakhouse,449.88500000000005
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5151463, 39.1018325)",Maplewood Kitchen and Bar,461.0190000000001
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5120077, 39.103021)",Metropole,69.965
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5095233, 39.1031499)",Saundra’s Kitchen,353.58
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5073487, 39.1050744)",Spoon & Cellar,487.778
"(39.10385, -84.51187)",Food and Drink,bar,"(-84.5151776, 39.1019787)",Tokyo Kitty,461.0190000000001
"(39.10385, -84.51187)",Finance,bank,"(-84.510672, 39.1060399)",Fifth Third Bank,357.953
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5086748, 39.1045878)",Money Chicken,283.38
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5115302, 39.1063882)",The Original Tom+Chee,374.943
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5116958, 39.1063685)",Dunkin',346.36199999999997
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5130369, 39.1006993)",Subway,489.58799999999997
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5129173, 39.1019407)",Chipotle,341.3190000000001
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5101034, 39.104006)",Penn Station,141.236
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5123387, 39.1023385)",Zablong,212.74200000000002
"(39.10385, -84.51187)",Finance,atm,"(-84.512451, 39.1023531)",Fifth Third Bank,212.74200000000002
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5126945, 39.1026831)",Fusian,212.74200000000002
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5127648, 39.1027341)",Jimmy John's,212.74200000000002
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5126265, 39.1022988)",Rooted,212.74200000000002
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5138771, 39.1041273)",Jean-Robert’s Table,373.15299999999996
"(39.10385, -84.51187)",Finance,bank,"(-84.5114679, 39.1010969)",U.S. Bank,321.58099999999996
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5111111, 39.1009709)",Subway,355.73499999999996
"(39.10385, -84.51187)",Finance,bank,"(-84.5112041, 39.1000312)",KeyBank,423.45199999999994
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5117125, 39.1015237)",Dunkin',301.791
"(39.10385, -84.51187)",Finance,bank,"(-84.5134181, 39.1020074)",Huntington Bank,328.2700000000001
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5134695, 39.1019757)",Kidd Coffee,328.2700000000001
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5122832, 39.106762)",Starbucks,454.421
"(39.10385, -84.51187)",Finance,bank,"(-84.5134019, 39.1035813)",PNC Bank,425.118
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5118826, 39.100732)",Dunkin',423.008
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5108937, 39.1011904)",Currito,341.54800000000006
"(39.10385, -84.51187)",Finance,bank,"(-84.5131459, 39.1010521)",Chase,437.44200000000006
"(39.10385, -84.51187)",Finance,bank,"(-84.5092653, 39.1014489)",PNC Bank,439.168
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.510308, 39.1027626)",,423.417
"(39.10385, -84.51187)",Food and Drink,fast_food,"(-84.5119255, 39.1020214)",Potbelly,286.12
"(39.10385, -84.51187)",Food and Drink,bar,"(-84.5120517, 39.1035548)",Horse & Barrel,69.965
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5132958, 39.1013143)",Royce,422.4050000000001
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.513341, 39.1015673)",Jeff Ruby’s Steakhouse,383.8040000000001
"(39.10385, -84.51187)",Food and Drink,bar,"(-84.5129662, 39.1067009)",Pilar,455.891
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.5119544, 39.1063841)",Al-Amir Cafe,346.36199999999997
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5113807, 39.1041751)",First Watch,70.399
"(39.10385, -84.51187)",Food and Drink,cafe,"(-84.511325, 39.1022283)",Urbana Cafe,253.413
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.5132905, 39.103161)",HARU,355.102
"(39.10385, -84.51187)",Entertainment,theatre,"(-84.51129426720811, 39.103603169460214)",Aronoff Center for the Arts,70.399
"(39.10385, -84.51187)",Transportation,bus_station,"(-84.51058019933753, 39.10153960228904)",Government Square Transit Center,356.333
"(39.10385, -84.51187)",Religion,place_of_worship,"(-84.50907095095428, 39.10358702201281)",Saint Xavier Catholic Church,292.504
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.51224461613796, 39.10337924663275)",Nicholson's Tavern & Pub,69.965
"(39.10385, -84.51187)",Food and Drink,restaurant,"(-84.51572521924484, 39.10226049339271)",Rusconi’s Pizza,499.014
"(39.10385, -84.51187)",Services,courthouse,"(-84.51066850770442, 39.101893256528555)",Potter Stewart U.S. Courthouse,358.56300000000005
"(39.10385, -84.51187)",Education,library,"(-84.51318080921769, 39.10526909042805)",Downtown Main Library,443.83799999999997
"(39.10385, -84.51187)",Food and Drink,pub,"(-84.51010579873457, 39.105158495430125)",Arnold’s Bar and Grill,277.918
"(39.10385, -84.51187)",Entertainment,nightclub,"(-84.51216157934127, 39.10366009821985)",,0.0
"(39.10385, -84.51187)",Services,courthouse,"(-84.51027222447593, 39.10714584040804)",Hamilton County Courthouse,479.957
"(39.09849, -84.50932)",Education,library,"(-84.5109365, 39.1006371)",Mercantile Library,467.29200000000003
"(39.09849, -84.50932)",Food and Drink,cafe,"(-84.5087266, 39.1003655)",Starbucks,398.649
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5073911, 39.096631)",Skyline Chili,369.96
"(39.09849, -84.50932)",Food and Drink,fast_food,"(-84.5074072, 39.0978964)",LaRosa's Pizzeria,116.70700000000001
"(39.09849, -84.50932)",Food and Drink,fast_food,"(-84.5076277, 39.097314)",Penn Station,177.50099999999998
"(39.09849, -84.50932)",Food and Drink,fast_food,"(-84.5076116, 39.0976803)",Montgomery Inn,155.29799999999997
"(39.09849, -84.50932)",Food and Drink,ice_cream,"(-84.5075097, 39.0978219)",United Dairy Farmers,155.29799999999997
"(39.09849, -84.50932)",Food and Drink,cafe,"(-84.5105457, 39.1007461)",Kitty’s Coffee,417.586
"(39.09849, -84.50932)",Finance,bank,"(-84.5097812, 39.10269)",Cinfed Federal Credit Union,499.456
"(39.09849, -84.50932)",Food and Drink,cafe,"(-84.5085671, 39.0999904)",,368.894
"(39.09849, -84.50932)",Food and Drink,bar,"(-84.5090142, 39.0975783)",Holy Grail Tavern & Grille,133.15
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5091698, 39.098157)",Galla Park,20.94
"(39.09849, -84.50932)",Healthcare,pharmacy,"(-84.5092585, 39.1006007)",Walgreens,273.187
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5121669, 39.0970715)",Taste of Belgium at the Banks,360.917
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5099891, 39.0969657)",Jefferson Social,251.923
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5101335, 39.0974081)",Ruth's Chris Steak House,194.083
"(39.09849, -84.50932)",Food and Drink,bar,"(-84.5096138, 39.0975053)",Tin Roof,214.857
"(39.09849, -84.50932)",Food and Drink,bar,"(-84.5093324, 39.097176)",The Stretch,154.316
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5134409, 39.0988026)",Blind Pig,492.219
"(39.09849, -84.50932)",Services,police,"(-84.5097556, 39.0974311)",Cincinnati Police Welcome Center,214.857
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5088761, 39.0972499)",Condado Tacos,154.316
"(39.09849, -84.50932)",Food and Drink,fast_food,"(-84.5111111, 39.1009709)",Subway,467.29200000000003
"(39.09849, -84.50932)",Finance,bank,"(-84.5112041, 39.1000312)",KeyBank,382.93000000000006
"(39.09849, -84.50932)",Food and Drink,fast_food,"(-84.5094834, 39.0971371)",Jimmy John's,214.857
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5108937, 39.1011904)",Currito,462.41700000000003
"(39.09849, -84.50932)",Finance,bank,"(-84.5092653, 39.1014489)",PNC Bank,393.908
"(39.09849, -84.50932)",Food and Drink,cafe,"(-84.5134296, 39.0987071)",Lola's Cafe,492.219
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5133545, 39.0969292)",E+O Kitchen,474.07099999999997
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5116787, 39.0968204)",The Filson Queen City Kitchen & Bar,356.564
"(39.09849, -84.50932)",Transportation,bus_station,"(-84.51058019933753, 39.10153960228904)",Government Square Transit Center,491.671
"(39.09849, -84.50932)",Transportation,bus_station,"(-84.51217140255528, 39.09795323515736)",Riverfront Transit Center,271.354
"(39.09849, -84.50932)",Food and Drink,pub,"(-84.50869699868865, 39.096331226277925)",Moerlein Lager House,329.6
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.5078149017061, 39.09961641635179)",Corner Bistro,325.96299999999997
"(39.09849, -84.50932)",Food and Drink,restaurant,"(-84.51053075467844, 39.096841985627286)",Yard House,238.78500000000003
"(39.09722, -84.51056)",Food and Drink,cafe,"(-84.5129052, 39.1000664)",Starbucks,469.11400000000003
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5073911, 39.096631)",Skyline Chili,361.69999999999993
"(39.09722, -84.51056)",Food and Drink,fast_food,"(-84.5074072, 39.0978964)",LaRosa's Pizzeria,334.28700000000003
"(39.09722, -84.51056)",Food and Drink,fast_food,"(-84.5076277, 39.097314)",Penn Station,184.513
"(39.09722, -84.51056)",Food and Drink,fast_food,"(-84.5076116, 39.0976803)",Montgomery Inn,166.52999999999997
"(39.09722, -84.51056)",Food and Drink,ice_cream,"(-84.5075097, 39.0978219)",United Dairy Farmers,166.52999999999997
"(39.09722, -84.51056)",Food and Drink,fast_food,"(-84.5154517, 39.096238)",LaRosa's Pizzeria,427.8829999999999
"(39.09722, -84.51056)",Food and Drink,fast_food,"(-84.5149421, 39.0957259)",Gold Star Chili,427.8829999999999
"(39.09722, -84.51056)",Food and Drink,bar,"(-84.5090142, 39.0975783)",Holy Grail Tavern & Grille,143.921
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5091698, 39.098157)",Galla Park,211.06300000000002
"(39.09722, -84.51056)",Healthcare,pharmacy,"(-84.5092585, 39.1006007)",Walgreens,490.767
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5121669, 39.0970715)",Taste of Belgium at the Banks,142.666
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5099891, 39.0969657)",Jefferson Social,76.075
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5101335, 39.0974081)",Ruth's Chris Steak House,25.271
"(39.09722, -84.51056)",Food and Drink,bar,"(-84.5096138, 39.0975053)",Tin Roof,46.045
"(39.09722, -84.51056)",Food and Drink,bar,"(-84.5093324, 39.097176)",The Stretch,159.872
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5134409, 39.0988026)",Blind Pig,448.24500000000006
"(39.09722, -84.51056)",Food and Drink,bar,"(-84.5124206, 39.100223)",Aster Social Sippery,462.01300000000003
"(39.09722, -84.51056)",Services,police,"(-84.5097556, 39.0974311)",Cincinnati Police Welcome Center,46.045
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5088761, 39.0972499)",Condado Tacos,159.872
"(39.09722, -84.51056)",Food and Drink,fast_food,"(-84.5094834, 39.0971371)",Jimmy John's,46.045
"(39.09722, -84.51056)",Finance,atm,"(-84.5129283, 39.1002483)",,498.89300000000003
"(39.09722, -84.51056)",Food and Drink,cafe,"(-84.5134296, 39.0987071)",Lola's Cafe,448.24500000000006
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5133545, 39.0969292)",E+O Kitchen,255.82000000000002
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5123038, 39.1001217)",Sleepy Bee Cafe,460.54
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.5116787, 39.0968204)",The Filson Queen City Kitchen & Bar,139.74
"(39.09722, -84.51056)",Finance,atm,"(-84.5122799, 39.0999185)",First Financial Bank,460.54
"(39.09722, -84.51056)",Finance,bank,"(-84.5124339, 39.0998479)",First Financial Bank,460.54
"(39.09722, -84.51056)",Transportation,bus_station,"(-84.51217140255528, 39.09795323515736)",Riverfront Transit Center,227.38000000000002
"(39.09722, -84.51056)",Food and Drink,pub,"(-84.50869699868865, 39.096331226277925)",Moerlein Lager House,244.706
"(39.09722, -84.51056)",Food and Drink,restaurant,"(-84.51053075467844, 39.096841985627286)",Yard House,22.214
"(39.10113, -84.49994)",Entertainment,theatre,"(-84.49793149543933, 39.10113477661873)",Procter & Gamble Pavillion,493.2589999999999
"(39.10113, -84.49994)",Food and Drink,restaurant,"(-84.49447018716297, 39.098596770457355)",Hooters,480.9219999999999
"(39.10077, -84.51641)",Entertainment,theatre,"(-84.5156039, 39.1038599)",,452.23099999999994
"(39.10077, -84.51641)",Food and Drink,restaurant,"(-84.5151056, 39.1015708)",Americano,430.431
"(39.10077, -84.51641)",Food and Drink,restaurant,"(-84.5151206, 39.1036003)",Butcher and Barrell,435.9289999999999
"(39.10077, -84.51641)",Food and Drink,restaurant,"(-84.5151463, 39.1018325)",Maplewood Kitchen and Bar,417.96799999999996
"(39.10077, -84.51641)",Food and Drink,bar,"(-84.5151776, 39.1019787)",Tokyo Kitty,417.96799999999996
"(39.10077, -84.51641)",Food and Drink,restaurant,"(-84.5173114, 39.104253)",Raya Lebanese,382.32800000000003
"(39.10077, -84.51641)",Food and Drink,restaurant,"(-84.5167281, 39.103409)",Shanghai on Elm,297.12799999999993
"(39.10077, -84.51641)",Other,car_rental,"(-84.5168161, 39.1023957)",Hertz,196.595
"(39.10077, -84.51641)",Healthcare,dentist,"(-84.5145492, 39.1034242)",Seven Star Dental,456.572
